path,gardiner_code,source_image,class_idx
Dataset/Manual/Preprocessed/22/220018_I9.png,I9,22,49
Dataset/Manual/Preprocessed/23/230090_M17.png,M17,23,54
Dataset/Manual/Preprocessed/21/210288_D21.png,D21,21,5
Dataset/Manual/Preprocessed/20/200370_U1.png,U1,20,104
Dataset/Manual/Preprocessed/9/090357_M17.png,M17,9,54
Dataset/Manual/Preprocessed/41/410118_S29.png,S29,41,97
Dataset/Manual/Preprocessed/20/200300_O4.png,O4,20,83
Dataset/Manual/Preprocessed/23/230116_M17.png,M17,23,54
Dataset/Manual/Preprocessed/5/050039_D60.png,D60,5,16
Dataset/Manual/Preprocessed/41/410350_M17.png,M17,41,54
Dataset/Manual/Preprocessed/23/230228_G36.png,G36,23,39
Dataset/Manual/Preprocessed/39/390181_D58.png,D58,39,15
Dataset/Manual/Preprocessed/21/210207_S29.png,S29,21,97
Dataset/Manual/Preprocessed/5/050384_M17.png,M17,5,54
Dataset/Manual/Preprocessed/23/230067_G26.png,G26,23,36
Dataset/Manual/Preprocessed/41/410322_O1.png,O1,41,79
Dataset/Manual/Preprocessed/5/050213_P8.png,P8,5,88
Dataset/Manual/Preprocessed/41/410098_D21.png,D21,41,5
Dataset/Manual/Preprocessed/3/030242_Z1.png,Z1,3,128
Dataset/Manual/Preprocessed/22/220218_M17.png,M17,22,54
Dataset/Manual/Preprocessed/5/050225_X1.png,X1,5,123
Dataset/Manual/Preprocessed/39/390048_D21.png,D21,39,5
Dataset/Manual/Preprocessed/7/070352_M17.png,M17,7,54
Dataset/Manual/Preprocessed/39/390321_N30.png,N30,39,72
Dataset/Manual/Preprocessed/5/050395_M17.png,M17,5,54
Dataset/Manual/Preprocessed/41/410091_M17.png,M17,41,54
Dataset/Manual/Preprocessed/20/200348_N35.png,N35,20,74
Dataset/Manual/Preprocessed/7/070292_G17.png,G17,7,33
Dataset/Manual/Preprocessed/23/230137_M3.png,M3,23,60
Dataset/Manual/Preprocessed/22/220207_N31.png,N31,22,73
Dataset/Manual/Preprocessed/21/210177_E34.png,E34,21,19
Dataset/Manual/Preprocessed/20/200381_I9.png,I9,20,49
Dataset/Manual/Preprocessed/9/090126_D21.png,D21,9,5
Dataset/Manual/Preprocessed/21/210006_E34.png,E34,21,19
Dataset/Manual/Preprocessed/41/410371_Q1.png,Q1,41,90
Dataset/Manual/Preprocessed/39/390135_G17.png,G17,39,33
Dataset/Manual/Preprocessed/22/220016_X1.png,X1,22,123
Dataset/Manual/Preprocessed/22/220044_M29.png,M29,22,59
Dataset/Manual/Preprocessed/41/410096_V30.png,V30,41,112
Dataset/Manual/Preprocessed/23/230217_O1.png,O1,23,79
Dataset/Manual/Preprocessed/41/410332_O50.png,O50,41,85
Dataset/Manual/Preprocessed/22/220130_G17.png,G17,22,33
Dataset/Manual/Preprocessed/23/230291_G5.png,G5,23,45
Dataset/Manual/Preprocessed/39/390348_V31.png,V31,39,113
Dataset/Manual/Preprocessed/41/410314_G39.png,G39,41,41
Dataset/Manual/Preprocessed/20/200045_M17.png,M17,20,54
Dataset/Manual/Preprocessed/9/090379_S29.png,S29,9,97
Dataset/Manual/Preprocessed/39/390299_R8.png,R8,39,94
Dataset/Manual/Preprocessed/22/220203_F31.png,F31,22,25
Dataset/Manual/Preprocessed/41/410317_G14.png,G14,41,32
Dataset/Manual/Preprocessed/21/210313_N37.png,N37,21,76
Dataset/Manual/Preprocessed/23/230389_X1.png,X1,23,123
Dataset/Manual/Preprocessed/39/390379_V31.png,V31,39,113
Dataset/Manual/Preprocessed/39/390338_Z1.png,Z1,39,128
Dataset/Manual/Preprocessed/22/220286_D35.png,D35,22,7
Dataset/Manual/Preprocessed/20/200288_O28.png,O28,20,80
Dataset/Manual/Preprocessed/41/410054_M23.png,M23,41,58
Dataset/Manual/Preprocessed/20/200131_F34.png,F34,20,26
Dataset/Manual/Preprocessed/5/050353_N29.png,N29,5,71
Dataset/Manual/Preprocessed/23/230288_Z11.png,Z11,23,129
Dataset/Manual/Preprocessed/5/050175_G43.png,G43,5,44
Dataset/Manual/Preprocessed/39/390324_G35.png,G35,39,38
Dataset/Manual/Preprocessed/7/070195_X1.png,X1,7,123
Dataset/Manual/Preprocessed/9/090017_M17.png,M17,9,54
Dataset/Manual/Preprocessed/3/030034_N35.png,N35,3,74
Dataset/Manual/Preprocessed/7/070301_I9.png,I9,7,49
Dataset/Manual/Preprocessed/23/230194_I10.png,I10,23,48
Dataset/Manual/Preprocessed/23/230304_X1.png,X1,23,123
Dataset/Manual/Preprocessed/21/210250_D4.png,D4,21,10
Dataset/Manual/Preprocessed/22/220334_D46.png,D46,22,11
Dataset/Manual/Preprocessed/41/410272_N35.png,N35,41,74
Dataset/Manual/Preprocessed/23/230326_Q3.png,Q3,23,91
Dataset/Manual/Preprocessed/41/410394_D35.png,D35,41,7
Dataset/Manual/Preprocessed/23/230014_G25.png,G25,23,35
Dataset/Manual/Preprocessed/22/220094_N35.png,N35,22,74
Dataset/Manual/Preprocessed/3/030187_X1.png,X1,3,123
Dataset/Manual/Preprocessed/5/050091_Z1.png,Z1,5,128
Dataset/Manual/Preprocessed/5/050275_D56.png,D56,5,14
Dataset/Manual/Preprocessed/22/220074_M29.png,M29,22,59
Dataset/Manual/Preprocessed/22/220413_N35.png,N35,22,74
Dataset/Manual/Preprocessed/39/390276_I9.png,I9,39,49
Dataset/Manual/Preprocessed/39/390008_S29.png,S29,39,97
Dataset/Manual/Preprocessed/20/200056_N35.png,N35,20,74
Dataset/Manual/Preprocessed/3/030272_D21.png,D21,3,5
Dataset/Manual/Preprocessed/23/230394_X1.png,X1,23,123
Dataset/Manual/Preprocessed/22/220241_S29.png,S29,22,97
Dataset/Manual/Preprocessed/21/210055_O50.png,O50,21,85
Dataset/Manual/Preprocessed/7/070333_E34.png,E34,7,19
Dataset/Manual/Preprocessed/3/030353_O49.png,O49,3,84
Dataset/Manual/Preprocessed/21/210352_N17.png,N17,21,68
Dataset/Manual/Preprocessed/21/210341_X1.png,X1,21,123
Dataset/Manual/Preprocessed/23/230187_I9.png,I9,23,49
Dataset/Manual/Preprocessed/21/210173_M17.png,M17,21,54
Dataset/Manual/Preprocessed/23/230345_M23.png,M23,23,58
Dataset/Manual/Preprocessed/21/210297_X1.png,X1,21,123
Dataset/Manual/Preprocessed/9/090184_N35.png,N35,9,74
Dataset/Manual/Preprocessed/9/090304_G43.png,G43,9,44
Dataset/Manual/Preprocessed/9/090298_D2.png,D2,9,4
Dataset/Manual/Preprocessed/22/220156_D21.png,D21,22,5
Dataset/Manual/Preprocessed/23/230331_S29.png,S29,23,97
Dataset/Manual/Preprocessed/9/090044_N35.png,N35,9,74
Dataset/Manual/Preprocessed/20/200021_D21.png,D21,20,5
Dataset/Manual/Preprocessed/22/220032_S29.png,S29,22,97
Dataset/Manual/Preprocessed/7/070049_I9.png,I9,7,49
Dataset/Manual/Preprocessed/21/210135_G17.png,G17,21,33
Dataset/Manual/Preprocessed/20/200206_M17.png,M17,20,54
Dataset/Manual/Preprocessed/41/410012_M18.png,M18,41,55
Dataset/Manual/Preprocessed/5/050322_G43.png,G43,5,44
Dataset/Manual/Preprocessed/3/030019_S29.png,S29,3,97
Dataset/Manual/Preprocessed/20/200222_G17.png,G17,20,33
Dataset/Manual/Preprocessed/20/200024_G43.png,G43,20,44
Dataset/Manual/Preprocessed/39/390380_O4.png,O4,39,83
Dataset/Manual/Preprocessed/39/390285_V31.png,V31,39,113
Dataset/Manual/Preprocessed/7/070164_F31.png,F31,7,25
Dataset/Manual/Preprocessed/3/030428_Z1.png,Z1,3,128
Dataset/Manual/Preprocessed/5/050311_R8.png,R8,5,94
Dataset/Manual/Preprocessed/23/230053_N35.png,N35,23,74
Dataset/Manual/Preprocessed/5/050157_S29.png,S29,5,97
Dataset/Manual/Preprocessed/39/390282_G43.png,G43,39,44
Dataset/Manual/Preprocessed/21/210140_Q3.png,Q3,21,91
Dataset/Manual/Preprocessed/3/030236_I9.png,I9,3,49
Dataset/Manual/Preprocessed/21/210257_O50.png,O50,21,85
Dataset/Manual/Preprocessed/22/220064_N18.png,N18,22,69
Dataset/Manual/Preprocessed/7/070247_D19.png,D19,7,3
Dataset/Manual/Preprocessed/22/220341_O50.png,O50,22,85
Dataset/Manual/Preprocessed/21/210331_E34.png,E34,21,19
Dataset/Manual/Preprocessed/7/070295_X1.png,X1,7,123
Dataset/Manual/Preprocessed/9/090376_X1.png,X1,9,123
Dataset/Manual/Preprocessed/41/410391_G17.png,G17,41,33
Dataset/Manual/Preprocessed/5/050057_I9.png,I9,5,49
Dataset/Manual/Preprocessed/5/050433_I9.png,I9,5,49
Dataset/Manual/Preprocessed/3/030015_N35.png,N35,3,74
Dataset/Manual/Preprocessed/21/210298_N35.png,N35,21,74
Dataset/Manual/Preprocessed/41/410140_E34.png,E34,41,19
Dataset/Manual/Preprocessed/20/200013_D21.png,D21,20,5
Dataset/Manual/Preprocessed/20/200052_X1.png,X1,20,123
Dataset/Manual/Preprocessed/23/230032_D21.png,D21,23,5
Dataset/Manual/Preprocessed/3/030211_V28.png,V28,3,111
Dataset/Manual/Preprocessed/23/230204_M18.png,M18,23,55
Dataset/Manual/Preprocessed/20/200061_X1.png,X1,20,123
Dataset/Manual/Preprocessed/39/390261_G39.png,G39,39,41
Dataset/Manual/Preprocessed/21/210162_G17.png,G17,21,33
Dataset/Manual/Preprocessed/9/090359_D46.png,D46,9,11
Dataset/Manual/Preprocessed/7/070231_V31.png,V31,7,113
Dataset/Manual/Preprocessed/9/090398_M41.png,M41,9,62
Dataset/Manual/Preprocessed/39/390072_X1.png,X1,39,123
Dataset/Manual/Preprocessed/5/050315_D21.png,D21,5,5
Dataset/Manual/Preprocessed/23/230391_N35.png,N35,23,74
Dataset/Manual/Preprocessed/9/090033_U1.png,U1,9,104
Dataset/Manual/Preprocessed/7/070363_E34.png,E34,7,19
Dataset/Manual/Preprocessed/22/220049_G17.png,G17,22,33
Dataset/Manual/Preprocessed/22/220029_N35.png,N35,22,74
Dataset/Manual/Preprocessed/21/210065_N35.png,N35,21,74
Dataset/Manual/Preprocessed/41/410052_S34.png,S34,41,98
Dataset/Manual/Preprocessed/39/390133_V31.png,V31,39,113
Dataset/Manual/Preprocessed/20/200147_X1.png,X1,20,123
Dataset/Manual/Preprocessed/39/390309_Z7.png,Z7,39,130
Dataset/Manual/Preprocessed/39/390034_N35.png,N35,39,74
Dataset/Manual/Preprocessed/7/070122_E34.png,E34,7,19
Dataset/Manual/Preprocessed/39/390211_W18.png,W18,39,118
Dataset/Manual/Preprocessed/23/230241_G17.png,G17,23,33
Dataset/Manual/Preprocessed/5/050011_M17.png,M17,5,54
Dataset/Manual/Preprocessed/21/210347_S29.png,S29,21,97
Dataset/Manual/Preprocessed/5/050053_M17.png,M17,5,54
Dataset/Manual/Preprocessed/21/210038_M17.png,M17,21,54
Dataset/Manual/Preprocessed/20/200184_M23.png,M23,20,58
Dataset/Manual/Preprocessed/41/410143_S29.png,S29,41,97
Dataset/Manual/Preprocessed/3/030175_N35.png,N35,3,74
Dataset/Manual/Preprocessed/41/410377_G17.png,G17,41,33
Dataset/Manual/Preprocessed/39/390023_G39.png,G39,39,41
Dataset/Manual/Preprocessed/22/220202_D2.png,D2,22,4
Dataset/Manual/Preprocessed/23/230306_G43.png,G43,23,44
Dataset/Manual/Preprocessed/7/070451_D4.png,D4,7,10
Dataset/Manual/Preprocessed/5/050147_M17.png,M17,5,54
Dataset/Manual/Preprocessed/39/390209_G17.png,G17,39,33
Dataset/Manual/Preprocessed/22/220274_I10.png,I10,22,48
Dataset/Manual/Preprocessed/39/390164_F26.png,F26,39,24
Dataset/Manual/Preprocessed/21/210115_N35.png,N35,21,74
Dataset/Manual/Preprocessed/20/200380_N35.png,N35,20,74
Dataset/Manual/Preprocessed/3/030081_D46.png,D46,3,11
Dataset/Manual/Preprocessed/3/030147_D46.png,D46,3,11
Dataset/Manual/Preprocessed/22/220300_G43.png,G43,22,44
Dataset/Manual/Preprocessed/7/070213_V30.png,V30,7,112
Dataset/Manual/Preprocessed/7/070256_G40.png,G40,7,43
Dataset/Manual/Preprocessed/23/230136_V28.png,V28,23,111
Dataset/Manual/Preprocessed/39/390234_X1.png,X1,39,123
Dataset/Manual/Preprocessed/9/090273_M17.png,M17,9,54
Dataset/Manual/Preprocessed/5/050432_F34.png,F34,5,26
Dataset/Manual/Preprocessed/41/410043_G43.png,G43,41,44
Dataset/Manual/Preprocessed/3/030286_D36.png,D36,3,8
Dataset/Manual/Preprocessed/22/220126_O34.png,O34,22,82
Dataset/Manual/Preprocessed/22/220437_N31.png,N31,22,73
Dataset/Manual/Preprocessed/21/210078_X1.png,X1,21,123
Dataset/Manual/Preprocessed/41/410385_O50.png,O50,41,85
Dataset/Manual/Preprocessed/9/090175_X1.png,X1,9,123
Dataset/Manual/Preprocessed/41/410072_Q1.png,Q1,41,90
Dataset/Manual/Preprocessed/21/210167_M17.png,M17,21,54
Dataset/Manual/Preprocessed/20/200324_D36.png,D36,20,8
Dataset/Manual/Preprocessed/3/030243_M17.png,M17,3,54
Dataset/Manual/Preprocessed/39/390340_Z1.png,Z1,39,128
Dataset/Manual/Preprocessed/22/220361_V30.png,V30,22,112
Dataset/Manual/Preprocessed/3/030298_N35.png,N35,3,74
Dataset/Manual/Preprocessed/5/050451_D21.png,D21,5,5
Dataset/Manual/Preprocessed/23/230416_O50.png,O50,23,85
Dataset/Manual/Preprocessed/21/210335_X1.png,X1,21,123
Dataset/Manual/Preprocessed/41/410388_G39.png,G39,41,41
Dataset/Manual/Preprocessed/22/220009_D58.png,D58,22,15
Dataset/Manual/Preprocessed/39/390004_V31.png,V31,39,113
Dataset/Manual/Preprocessed/23/230159_V28.png,V28,23,111
Dataset/Manual/Preprocessed/20/200053_N1.png,N1,20,66
Dataset/Manual/Preprocessed/5/050272_Z1.png,Z1,5,128
Dataset/Manual/Preprocessed/22/220110_N1.png,N1,22,66
Dataset/Manual/Preprocessed/41/410139_I9.png,I9,41,49
Dataset/Manual/Preprocessed/9/090004_O50.png,O50,9,85
Dataset/Manual/Preprocessed/41/410050_G43.png,G43,41,44
Dataset/Manual/Preprocessed/39/390242_O50.png,O50,39,85
Dataset/Manual/Preprocessed/23/230174_M17.png,M17,23,54
Dataset/Manual/Preprocessed/21/210073_D39.png,D39,21,9
Dataset/Manual/Preprocessed/20/200174_N35.png,N35,20,74
Dataset/Manual/Preprocessed/7/070046_D46.png,D46,7,11
Dataset/Manual/Preprocessed/20/200144_X1.png,X1,20,123
Dataset/Manual/Preprocessed/5/050076_N35.png,N35,5,74
Dataset/Manual/Preprocessed/5/050338_D21.png,D21,5,5
Dataset/Manual/Preprocessed/22/220167_N35.png,N35,22,74
Dataset/Manual/Preprocessed/5/050281_N35.png,N35,5,74
Dataset/Manual/Preprocessed/39/390366_G35.png,G35,39,38
Dataset/Manual/Preprocessed/21/210179_M17.png,M17,21,54
Dataset/Manual/Preprocessed/39/390184_I9.png,I9,39,49
Dataset/Manual/Preprocessed/7/070378_V13.png,V13,7,109
Dataset/Manual/Preprocessed/7/070405_I10.png,I10,7,48
Dataset/Manual/Preprocessed/7/070366_S29.png,S29,7,97
Dataset/Manual/Preprocessed/20/200044_U33.png,U33,20,107
Dataset/Manual/Preprocessed/3/030040_R8.png,R8,3,94
Dataset/Manual/Preprocessed/23/230128_G17.png,G17,23,33
Dataset/Manual/Preprocessed/5/050096_N35.png,N35,5,74
Dataset/Manual/Preprocessed/21/210166_D54.png,D54,21,13
Dataset/Manual/Preprocessed/23/230255_N1.png,N1,23,66
Dataset/Manual/Preprocessed/22/220381_M23.png,M23,22,58
Dataset/Manual/Preprocessed/3/030107_D21.png,D21,3,5
Dataset/Manual/Preprocessed/39/390036_M17.png,M17,39,54
Dataset/Manual/Preprocessed/23/230082_N1.png,N1,23,66
Dataset/Manual/Preprocessed/3/030162_D46.png,D46,3,11
Dataset/Manual/Preprocessed/39/390091_E9.png,E9,39,20
Dataset/Manual/Preprocessed/3/030135_V28.png,V28,3,111
Dataset/Manual/Preprocessed/39/390081_V31.png,V31,39,113
Dataset/Manual/Preprocessed/23/230080_Q3.png,Q3,23,91
Dataset/Manual/Preprocessed/23/230379_V13.png,V13,23,109
Dataset/Manual/Preprocessed/3/030142_M17.png,M17,3,54
Dataset/Manual/Preprocessed/9/090205_N35.png,N35,9,74
Dataset/Manual/Preprocessed/20/200245_X1.png,X1,20,123
Dataset/Manual/Preprocessed/5/050207_M195.png,M195,5,56
Dataset/Manual/Preprocessed/3/030240_Z1.png,Z1,3,128
Dataset/Manual/Preprocessed/7/070426_E34.png,E34,7,19
Dataset/Manual/Preprocessed/7/070131_G17.png,G17,7,33
Dataset/Manual/Preprocessed/3/030102_T28.png,T28,3,102
Dataset/Manual/Preprocessed/5/050193_Y3.png,Y3,5,126
Dataset/Manual/Preprocessed/7/070264_T22.png,T22,7,101
Dataset/Manual/Preprocessed/39/390332_N37.png,N37,39,76
Dataset/Manual/Preprocessed/7/070385_N30.png,N30,7,72
Dataset/Manual/Preprocessed/3/030279_I9.png,I9,3,49
Dataset/Manual/Preprocessed/39/390057_M17.png,M17,39,54
Dataset/Manual/Preprocessed/9/090108_O4.png,O4,9,83
Dataset/Manual/Preprocessed/9/090280_S29.png,S29,9,97
Dataset/Manual/Preprocessed/20/200225_Z1.png,Z1,20,128
Dataset/Manual/Preprocessed/5/050305_M17.png,M17,5,54
Dataset/Manual/Preprocessed/41/410361_D10.png,D10,41,1
Dataset/Manual/Preprocessed/5/050005_S29.png,S29,5,97
Dataset/Manual/Preprocessed/5/050198_Y2.png,Y2,5,125
Dataset/Manual/Preprocessed/20/200200_N35.png,N35,20,74
Dataset/Manual/Preprocessed/5/050123_D60.png,D60,5,16
Dataset/Manual/Preprocessed/7/070057_M17.png,M17,7,54
Dataset/Manual/Preprocessed/21/210293_N35.png,N35,21,74
Dataset/Manual/Preprocessed/39/390007_D35.png,D35,39,7
Dataset/Manual/Preprocessed/5/050342_E34.png,E34,5,19
Dataset/Manual/Preprocessed/41/410368_X1.png,X1,41,123
Dataset/Manual/Preprocessed/5/050446_O50.png,O50,5,85
Dataset/Manual/Preprocessed/3/030322_G17.png,G17,3,33
Dataset/Manual/Preprocessed/7/070350_E34.png,E34,7,19
Dataset/Manual/Preprocessed/39/390354_X1.png,X1,39,123
Dataset/Manual/Preprocessed/22/220206_N25.png,N25,22,70
Dataset/Manual/Preprocessed/21/210159_N35.png,N35,21,74
Dataset/Manual/Preprocessed/22/220373_S29.png,S29,22,97
Dataset/Manual/Preprocessed/7/070211_R8.png,R8,7,94
Dataset/Manual/Preprocessed/21/210295_D21.png,D21,21,5
Dataset/Manual/Preprocessed/9/090005_D21.png,D21,9,5
Dataset/Manual/Preprocessed/20/200185_M23.png,M23,20,58
Dataset/Manual/Preprocessed/3/030269_X1.png,X1,3,123
Dataset/Manual/Preprocessed/7/070080_N35.png,N35,7,74
Dataset/Manual/Preprocessed/20/200321_N35.png,N35,20,74
Dataset/Manual/Preprocessed/39/390003_F34.png,F34,39,26
Dataset/Manual/Preprocessed/7/070118_W24.png,W24,7,121
Dataset/Manual/Preprocessed/7/070039_T30.png,T30,7,103
Dataset/Manual/Preprocessed/7/070063_Q3.png,Q3,7,91
Dataset/Manual/Preprocessed/9/090232_D21.png,D21,9,5
Dataset/Manual/Preprocessed/7/070189_I9.png,I9,7,49
Dataset/Manual/Preprocessed/41/410190_N35.png,N35,41,74
Dataset/Manual/Preprocessed/23/230122_Q3.png,Q3,23,91
Dataset/Manual/Preprocessed/9/090378_O50.png,O50,9,85
Dataset/Manual/Preprocessed/39/390142_G43.png,G43,39,44
Dataset/Manual/Preprocessed/7/070337_Q3.png,Q3,7,91
Dataset/Manual/Preprocessed/23/230282_D35.png,D35,23,7
Dataset/Manual/Preprocessed/39/390180_I9.png,I9,39,49
Dataset/Manual/Preprocessed/22/220211_M17.png,M17,22,54
Dataset/Manual/Preprocessed/39/390343_F13.png,F13,39,21
Dataset/Manual/Preprocessed/3/030066_V13.png,V13,3,109
Dataset/Manual/Preprocessed/39/390307_Q3.png,Q3,39,91
Dataset/Manual/Preprocessed/5/050301_R8.png,R8,5,94
Dataset/Manual/Preprocessed/23/230055_D28.png,D28,23,6
Dataset/Manual/Preprocessed/22/220012_I9.png,I9,22,49
Dataset/Manual/Preprocessed/5/050063_S24.png,S24,5,95
Dataset/Manual/Preprocessed/9/090393_V31.png,V31,9,113
Dataset/Manual/Preprocessed/20/200322_U1.png,U1,20,104
Dataset/Manual/Preprocessed/21/210248_S29.png,S29,21,97
Dataset/Manual/Preprocessed/9/090349_D21.png,D21,9,5
Dataset/Manual/Preprocessed/3/030205_E34.png,E34,3,19
Dataset/Manual/Preprocessed/22/220327_N35.png,N35,22,74
Dataset/Manual/Preprocessed/23/230364_N35.png,N35,23,74
Dataset/Manual/Preprocessed/9/090104_E34.png,E34,9,19
Dataset/Manual/Preprocessed/23/230311_D21.png,D21,23,5
Dataset/Manual/Preprocessed/39/390174_G43.png,G43,39,44
Dataset/Manual/Preprocessed/23/230163_G17.png,G17,23,33
Dataset/Manual/Preprocessed/5/050028_X1.png,X1,5,123
Dataset/Manual/Preprocessed/7/070149_M17.png,M17,7,54
Dataset/Manual/Preprocessed/3/030165_E34.png,E34,3,19
Dataset/Manual/Preprocessed/21/210319_U1.png,U1,21,104
Dataset/Manual/Preprocessed/23/230325_S29.png,S29,23,97
Dataset/Manual/Preprocessed/7/070430_V28.png,V28,7,111
Dataset/Manual/Preprocessed/5/050066_X1.png,X1,5,123
Dataset/Manual/Preprocessed/22/220146_M17.png,M17,22,54
Dataset/Manual/Preprocessed/7/070065_L1.png,L1,7,50
Dataset/Manual/Preprocessed/3/030099_O28.png,O28,3,80
Dataset/Manual/Preprocessed/9/090157_S29.png,S29,9,97
Dataset/Manual/Preprocessed/9/090028_M17.png,M17,9,54
Dataset/Manual/Preprocessed/39/390006_D4.png,D4,39,10
Dataset/Manual/Preprocessed/39/390150_M17.png,M17,39,54
Dataset/Manual/Preprocessed/23/230041_D21.png,D21,23,5
Dataset/Manual/Preprocessed/7/070323_G43.png,G43,7,44
Dataset/Manual/Preprocessed/3/030299_E34.png,E34,3,19
Dataset/Manual/Preprocessed/39/390360_V24.png,V24,39,110
Dataset/Manual/Preprocessed/39/390330_G35.png,G35,39,38
Dataset/Manual/Preprocessed/9/090038_N35.png,N35,9,74
Dataset/Manual/Preprocessed/21/210150_S29.png,S29,21,97
Dataset/Manual/Preprocessed/3/030433_N35.png,N35,3,74
Dataset/Manual/Preprocessed/9/090019_U1.png,U1,9,104
Dataset/Manual/Preprocessed/22/220355_D36.png,D36,22,8
Dataset/Manual/Preprocessed/41/410023_S29.png,S29,41,97
Dataset/Manual/Preprocessed/3/030372_X1.png,X1,3,123
Dataset/Manual/Preprocessed/7/070014_M20.png,M20,7,57
Dataset/Manual/Preprocessed/23/230286_M17.png,M17,23,54
Dataset/Manual/Preprocessed/22/220387_D21.png,D21,22,5
Dataset/Manual/Preprocessed/23/230369_V13.png,V13,23,109
Dataset/Manual/Preprocessed/22/220039_N35.png,N35,22,74
Dataset/Manual/Preprocessed/20/200218_E34.png,E34,20,19
Dataset/Manual/Preprocessed/9/090295_G43.png,G43,9,44
Dataset/Manual/Preprocessed/22/220178_I9.png,I9,22,49
Dataset/Manual/Preprocessed/3/030261_V13.png,V13,3,109
Dataset/Manual/Preprocessed/22/220118_G17.png,G17,22,33
Dataset/Manual/Preprocessed/3/030429_V31.png,V31,3,113
Dataset/Manual/Preprocessed/20/200121_M17.png,M17,20,54
Dataset/Manual/Preprocessed/3/030252_N18.png,N18,3,69
Dataset/Manual/Preprocessed/41/410285_G17.png,G17,41,33
Dataset/Manual/Preprocessed/20/200207_S29.png,S29,20,97
Dataset/Manual/Preprocessed/20/200351_M17.png,M17,20,54
Dataset/Manual/Preprocessed/20/200012_G43.png,G43,20,44
Dataset/Manual/Preprocessed/39/390326_N35.png,N35,39,74
Dataset/Manual/Preprocessed/7/070413_G17.png,G17,7,33
Dataset/Manual/Preprocessed/21/210270_S29.png,S29,21,97
Dataset/Manual/Preprocessed/5/050314_M17.png,M17,5,54
Dataset/Manual/Preprocessed/22/220143_S29.png,S29,22,97
Dataset/Manual/Preprocessed/22/220171_S29.png,S29,22,97
Dataset/Manual/Preprocessed/39/390128_N14.png,N14,39,67
Dataset/Manual/Preprocessed/20/200107_N35.png,N35,20,74
Dataset/Manual/Preprocessed/21/210254_G43.png,G43,21,44
Dataset/Manual/Preprocessed/9/090251_I9.png,I9,9,49
Dataset/Manual/Preprocessed/41/410166_G35.png,G35,41,38
Dataset/Manual/Preprocessed/3/030168_S29.png,S29,3,97
Dataset/Manual/Preprocessed/21/210074_T22.png,T22,21,101
Dataset/Manual/Preprocessed/7/070305_G17.png,G17,7,33
Dataset/Manual/Preprocessed/21/210099_X1.png,X1,21,123
Dataset/Manual/Preprocessed/23/230070_O50.png,O50,23,85
Dataset/Manual/Preprocessed/9/090322_D36.png,D36,9,8
Dataset/Manual/Preprocessed/41/410111_V31.png,V31,41,113
Dataset/Manual/Preprocessed/5/050143_N1.png,N1,5,66
Dataset/Manual/Preprocessed/23/230058_E34.png,E34,23,19
Dataset/Manual/Preprocessed/5/050303_R8.png,R8,5,94
Dataset/Manual/Preprocessed/3/030439_N31.png,N31,3,73
Dataset/Manual/Preprocessed/23/230361_D35.png,D35,23,7
Dataset/Manual/Preprocessed/20/200377_M17.png,M17,20,54
Dataset/Manual/Preprocessed/23/230328_E34.png,E34,23,19
Dataset/Manual/Preprocessed/20/200368_D21.png,D21,20,5
Dataset/Manual/Preprocessed/39/390011_G17.png,G17,39,33
Dataset/Manual/Preprocessed/5/050454_I9.png,I9,5,49
Dataset/Manual/Preprocessed/20/200242_U1.png,U1,20,104
Dataset/Manual/Preprocessed/5/050341_V31.png,V31,5,113
Dataset/Manual/Preprocessed/23/230044_I9.png,I9,23,49
Dataset/Manual/Preprocessed/22/220187_X1.png,X1,22,123
Dataset/Manual/Preprocessed/20/200310_G17.png,G17,20,33
Dataset/Manual/Preprocessed/20/200266_Q3.png,Q3,20,91
Dataset/Manual/Preprocessed/5/050412_N35.png,N35,5,74
Dataset/Manual/Preprocessed/22/220403_N35.png,N35,22,74
Dataset/Manual/Preprocessed/41/410210_I9.png,I9,41,49
Dataset/Manual/Preprocessed/3/030438_G35.png,G35,3,38
Dataset/Manual/Preprocessed/9/090356_N35.png,N35,9,74
Dataset/Manual/Preprocessed/39/390027_I9.png,I9,39,49
Dataset/Manual/Preprocessed/5/050083_N35.png,N35,5,74
Dataset/Manual/Preprocessed/41/410401_M17.png,M17,41,54
Dataset/Manual/Preprocessed/5/050241_O1.png,O1,5,79
Dataset/Manual/Preprocessed/7/070443_E34.png,E34,7,19
Dataset/Manual/Preprocessed/41/410120_N35.png,N35,41,74
Dataset/Manual/Preprocessed/41/410112_M17.png,M17,41,54
Dataset/Manual/Preprocessed/22/220197_G17.png,G17,22,33
Dataset/Manual/Preprocessed/39/390106_D21.png,D21,39,5
Dataset/Manual/Preprocessed/3/030097_G43.png,G43,3,44
Dataset/Manual/Preprocessed/3/030355_D21.png,D21,3,5
Dataset/Manual/Preprocessed/9/090364_V31.png,V31,9,113
Dataset/Manual/Preprocessed/3/030395_N35.png,N35,3,74
Dataset/Manual/Preprocessed/41/410324_V30.png,V30,41,112
Dataset/Manual/Preprocessed/5/050292_N35.png,N35,5,74
Dataset/Manual/Preprocessed/5/050422_U1.png,U1,5,104
Dataset/Manual/Preprocessed/21/210324_G43.png,G43,21,44
Dataset/Manual/Preprocessed/23/230327_M44.png,M44,23,64
Dataset/Manual/Preprocessed/9/090123_G17.png,G17,9,33
